drug_1_concept_name,drug_2_concept_name,condition_concept_name,PRR
Phenytoin,Meclizine,Drug toxicity,10.0
Vitamin A,varenicline,Toxicity to various agents,0.47619
duloxetine,colesevelam,Toxicity to various agents,1.0
Clavulanate,Ciprofloxacin,Bone marrow toxicity,10.0
Clavulanate,Ciprofloxacin,Hepatotoxicity,2.0
Clavulanate,Ciprofloxacin,Drug toxicity,0.740741
Clavulanate,Ciprofloxacin,Therapeutic agent toxicity,2.0
Clavulanate,Ciprofloxacin,Toxicity to various agents,0.75
Morphine,Didanosine,Drug toxicity,30.0
salmeterol,rivaroxaban,Toxicity to various agents,3.33333
Risedronate,sildenafil,Drug toxicity,10.0
tenofovir disoproxil,Ibuprofen,Hepatotoxicity,16.6667
tenofovir disoproxil,Ibuprofen,Toxicity to various agents,0.909091
abatacept,pregabalin,Drug toxicity,3.33333
Pseudoephedrine,Oxygen,Therapeutic agent toxicity,20.0
Ascorbic Acid,Magnesium Hydroxide,Drug toxicity,3.33333
Ascorbic Acid,Magnesium Hydroxide,Toxicity to various agents,5.0
Granisetron,Amikacin,Drug toxicity,5.0
Clindamycin,tamsulosin,Toxicity to various agents,1.42857
Vancomycin,valganciclovir,Hepatotoxicity,10.0
Vancomycin,valganciclovir,Drug toxicity,2.5
Vancomycin,valganciclovir,Toxicity to various agents,5.0
Lisinopril,hydroxyurea,Toxicity to various agents,4.0
pantoprazole,moxifloxacin,Hepatotoxicity,8.0
pantoprazole,moxifloxacin,Drug toxicity,0.714286
pantoprazole,moxifloxacin,Therapeutic agent toxicity,33.3333
pantoprazole,moxifloxacin,Toxicity to various agents,1.29032
fluticasone,Ribavirin,Haematotoxicity,5.0
fluticasone,Ribavirin,Neurotoxicity,5.0
clorazepate,Ciprofloxacin,Drug toxicity,6.66667
terbinafine,Doxycycline,Hepatotoxicity,20.0
Sodium Bicarbonate,rabeprazole,Drug toxicity,30.0
Sodium Bicarbonate,rabeprazole,Toxicity to various agents,4.0
Clarithromycin,Insulin Lispro,Toxicity to various agents,5.0
Vitamin K 2,Oxygen,Toxicity to various agents,10.0
Alprazolam,sunitinib,Haematotoxicity,5.0
Alprazolam,sunitinib,Drug toxicity,1.66667
Alprazolam,sunitinib,Toxicity to various agents,3.07692
Flurazepam,Trazodone,Drug toxicity,15.0
Oxycodone,Miconazole,Drug toxicity,10.0
Hydromorphone,Doxepin,Drug toxicity,30.0
Hydromorphone,Doxepin,Toxicity to various agents,40.0
fexofenadine,Dicyclomine,Hepatotoxicity,10.0
fexofenadine,Dicyclomine,Toxicity to various agents,1.11111
Goserelin,Hydromorphone,Toxicity to various agents,10.0
Diltiazem,desloratadine,Hepatotoxicity,10.0
Diltiazem,desloratadine,Toxicity to various agents,3.33333
Calcium Carbonate,Clozapine,Drug toxicity,2.5
Calcium Carbonate,Clozapine,Toxicity to various agents,1.25
Ramipril,Trimethoprim,Drug toxicity,6.36364
Ramipril,Trimethoprim,Toxicity to various agents,4.54545
Enoxaparin,Erythromycin,Toxicity to various agents,1.25
Docusate,Levalbuterol,Neurotoxicity,30.0
Docusate,Levalbuterol,Pulmonary toxicity,10.0
Docusate,Levalbuterol,Toxicity to various agents,4.44444
Amiloride,Digoxin,Hepatotoxicity,10.0
Amiloride,Digoxin,Drug toxicity,5.0
Amiloride,Digoxin,Therapeutic agent toxicity,40.0
Amiloride,Digoxin,Toxicity to various agents,6.66667
tadalafil,Temazepam,Toxicity to various agents,10.0
olmesartan,Lorazepam,Drug toxicity,1.53846
olmesartan,Lorazepam,Therapeutic agent toxicity,3.33333
olmesartan,Lorazepam,Toxicity to various agents,1.42857
Colchicine,Gemfibrozil,Drug toxicity,4.0
oxaliplatin,Mitomycin,Toxicity to various agents,10.0
Mineral Oil,Morphine,Toxicity to various agents,10.0
Docusate,Cisapride,Toxicity to various agents,10.0
Amiloride,tiotropium,Toxicity to various agents,2.5
Metolazone,rifaximin,Hepatotoxicity,10.0
Trimethoprim,sunitinib,Toxicity to various agents,5.0
Flutamide,lansoprazole,Toxicity to various agents,10.0
Alfacalcidol,torsemide,Toxicity to various agents,10.0
tamsulosin,brinzolamide,Toxicity to various agents,3.33333
Metoprolol,Methylphenidate,Toxicity to various agents,3.33333
Spironolactone,Magnesium Sulfate,Drug toxicity,20.0
Spironolactone,Magnesium Sulfate,Toxicity to various agents,5.0
Acetaminophen,vitamin D3,Pulmonary toxicity,10.0
Acetaminophen,vitamin D3,Therapeutic agent toxicity,1.42857
Acetaminophen,vitamin D3,Toxicity to various agents,0.857143
Bacitracin,celecoxib,Toxicity to various agents,10.0
Furosemide,Galantamine,Therapeutic agent toxicity,5.0
oxybutynin,Isosorbide,Drug toxicity,6.66667
oxybutynin,Isosorbide,Therapeutic agent toxicity,40.0
Labetalol,Allopurinol,Toxicity to various agents,1.11111
ferrous sulfate,Escitalopram,Drug toxicity,2.22222
ferrous sulfate,Escitalopram,Toxicity to various agents,1.66667
Ribavirin,mycophenolate mofetil,Gastrointestinal toxicity,10.0
Ribavirin,mycophenolate mofetil,Neurotoxicity,6.66667
Ribavirin,mycophenolate mofetil,Toxicity to various agents,1.76471
Bisacodyl,Epoetin Alfa,Skin toxicity,10.0
Bisacodyl,Epoetin Alfa,Therapeutic agent toxicity,10.0
Bisacodyl,Epoetin Alfa,Toxicity to various agents,1.66667
Losartan,Fentanyl,Hepatotoxicity,10.0
Losartan,Fentanyl,Drug toxicity,1.42857
Losartan,Fentanyl,Toxicity to various agents,2.10526
tamsulosin,Paclitaxel,Drug toxicity,5.0
eletriptan,Oxycodone,Drug toxicity,2.5
Triamterene,Allopurinol,Drug toxicity,3.33333
Triamterene,Allopurinol,Therapeutic agent toxicity,10.0
quetiapine,Warfarin,Cardiotoxicity,10.0
quetiapine,Warfarin,Drug toxicity,0.769231
quetiapine,Warfarin,Therapeutic agent toxicity,6.66667
quetiapine,Warfarin,Toxicity to various agents,1.25
Vitamin D,Cefuroxime,Toxicity to various agents,10.0
Diphenhydramine,Promethazine,Cardiotoxicity,5.0
Diphenhydramine,Promethazine,Hepatotoxicity,0.909091
Diphenhydramine,Promethazine,Drug toxicity,9.72222
Diphenhydramine,Promethazine,Neurotoxicity,1.11111
Diphenhydramine,Promethazine,Therapeutic agent toxicity,2.72727
Diphenhydramine,Promethazine,Toxicity to various agents,12.5806
zonisamide,Amitriptyline,Drug toxicity,10.0
zonisamide,Amitriptyline,Toxicity to various agents,2.0
Epoetin Alfa,sitagliptin,Toxicity to various agents,10.0
Methadone,pioglitazone,Toxicity to various agents,3.33333
Budesonide,Felodipine,Toxicity to various agents,2.5
Salicylic Acid,Albuterol,Toxicity to various agents,20.0
Lovastatin,Sulfamethoxazole,Toxicity to various agents,30.0
Clonidine,Thalidomide,Toxicity to various agents,2.0
Pseudoephedrine,Vitamin D,Hepatotoxicity,5.0
Pseudoephedrine,Vitamin D,Drug toxicity,1.42857
Pseudoephedrine,Vitamin D,Skin toxicity,10.0
Pseudoephedrine,Vitamin D,Therapeutic agent toxicity,5.0
Doxylamine,cyclobenzaprine,Toxicity to various agents,40.0
Guaifenesin,Alprazolam,Drug toxicity,1.53846
Guaifenesin,Alprazolam,Neurotoxicity,3.33333
Guaifenesin,Alprazolam,Therapeutic agent toxicity,10.0
Guaifenesin,Alprazolam,Toxicity to various agents,3.0
rilmenidine,Metoprolol,Neurotoxicity,10.0
rilmenidine,Metoprolol,Toxicity to various agents,2.0
Folic Acid,Eszopiclone,Hepatotoxicity,5.0
Folic Acid,Eszopiclone,Therapeutic agent toxicity,20.0
Vitamin A,ferrous sulfate,Toxicity to various agents,0.555556
atorvastatin,desloratadine,Drug toxicity,1.11111
dorzolamide,clopidogrel,Toxicity to various agents,2.5
ferrous sulfate,celecoxib,Therapeutic agent toxicity,10.0
ferrous sulfate,celecoxib,Toxicity to various agents,1.875
atorvastatin,Didanosine,Drug toxicity,20.0
cefepime,tiotropium,Toxicity to various agents,10.0
donepezil,Captopril,Therapeutic agent toxicity,10.0
donepezil,Captopril,Toxicity to various agents,5.0
Buspirone,Clomipramine,Hepatotoxicity,10.0
Buspirone,Clomipramine,Drug toxicity,10.0
Methadone,Diphenhydramine,Ototoxicity,10.0
Methadone,Diphenhydramine,Hepatotoxicity,1.11111
Methadone,Diphenhydramine,Drug toxicity,11.0
Methadone,Diphenhydramine,Skin toxicity,3.33333
Methadone,Diphenhydramine,Toxicity to various agents,51.6667
tenofovir disoproxil,ezetimibe,Toxicity to various agents,2.5
oxaliplatin,Filgrastim,Neurotoxicity,5.0
oxaliplatin,Filgrastim,Skin toxicity,10.0
oxaliplatin,Filgrastim,Toxicity to various agents,2.85714
Hydrochlorothiazide,Phloroglucinol,Toxicity to various agents,10.0
"insulin, isophane",Nifedipine,Hepatotoxicity,2.5
"insulin, isophane",Nifedipine,Therapeutic agent toxicity,20.0
"insulin, isophane",Nifedipine,Toxicity to various agents,1.25
Vancomycin,Ritonavir,Hepatotoxicity,20.0
Vancomycin,Ritonavir,Neurotoxicity,10.0
Vancomycin,Ritonavir,Toxicity to various agents,10.0
Codeine,Atenolol,Hepatotoxicity,2.5
Codeine,Atenolol,Drug toxicity,1.0
Codeine,Atenolol,Therapeutic agent toxicity,8.0
Codeine,Atenolol,Toxicity to various agents,1.6129
Solifenacin,meloxicam,Toxicity to various agents,2.5
Clonazepam,Fentanyl,Cardiotoxicity,2.0
Clonazepam,Fentanyl,Drug toxicity,8.11594
Clonazepam,Fentanyl,Neurotoxicity,0.625
Clonazepam,Fentanyl,Therapeutic agent toxicity,10.0
Clonazepam,Fentanyl,Toxicity to various agents,7.35294
Prochlorperazine,Trimethoprim,Hepatotoxicity,5.0
Prochlorperazine,Trimethoprim,Drug toxicity,10.0
Prochlorperazine,Trimethoprim,Toxicity to various agents,1.0
valdecoxib,cyclobenzaprine,Drug toxicity,5.0
valdecoxib,cyclobenzaprine,Toxicity to various agents,8.33333
donepezil,Docusate,Drug toxicity,5.0
donepezil,Docusate,Therapeutic agent toxicity,15.0
donepezil,Docusate,Toxicity to various agents,4.0
Acetylcysteine,sunitinib,Hepatotoxicity,10.0
fluticasone,Insulin Glargine,Hepatotoxicity,1.42857
fluticasone,Insulin Glargine,Drug toxicity,1.33333
fluticasone,Insulin Glargine,Therapeutic agent toxicity,3.33333
fluticasone,Insulin Glargine,Toxicity to various agents,0.425532
Loratadine,Alfacalcidol,Hepatotoxicity,10.0
Loratadine,Alfacalcidol,Toxicity to various agents,10.0
Tramadol,Bupropion,Drug toxicity,4.59459
Tramadol,Bupropion,Neurotoxicity,1.0
Tramadol,Bupropion,Skin toxicity,10.0
Tramadol,Bupropion,Therapeutic agent toxicity,2.5
Tramadol,Bupropion,Toxicity to various agents,4.94253
Gentamicin,carvedilol,Drug toxicity,30.0
Gentamicin,carvedilol,Toxicity to various agents,5.0
Lisinopril,Ergocalciferol,Hepatotoxicity,6.0
Lisinopril,Ergocalciferol,Drug toxicity,0.714286
Lisinopril,Ergocalciferol,Therapeutic agent toxicity,10.0
Lisinopril,Ergocalciferol,Toxicity to various agents,0.47619
Chlorprothixene,Oxazepam,Toxicity to various agents,15.0
Ascorbic Acid,Folic Acid,Haematotoxicity,2.0
Ascorbic Acid,Folic Acid,Hepatotoxicity,0.5
Ascorbic Acid,Folic Acid,Drug toxicity,0.877193
Ascorbic Acid,Folic Acid,Neurotoxicity,1.25
Ascorbic Acid,Folic Acid,Pulmonary toxicity,2.22222
Ascorbic Acid,Folic Acid,Therapeutic agent toxicity,5.83333
Ascorbic Acid,Folic Acid,Toxicity to various agents,0.421053
Quinidine,Verapamil,Toxicity to various agents,10.0
Vitamin K 1,voriconazole,Hepatotoxicity,20.0
Ritonavir,Calcium,Drug toxicity,5.0
rasagiline,Rotigotine,Neurotoxicity,30.0
moxifloxacin,Metoprolol,Hepatotoxicity,2.5
moxifloxacin,Metoprolol,Drug toxicity,1.0
moxifloxacin,Metoprolol,Pulmonary toxicity,10.0
moxifloxacin,Metoprolol,Therapeutic agent toxicity,30.0
moxifloxacin,Metoprolol,Toxicity to various agents,0.967742
nefazodone,celecoxib,Drug toxicity,10.0
Levetiracetam,felbamate,Drug toxicity,10.0
Codeine,heparin,Drug toxicity,2.0
Codeine,heparin,Toxicity to various agents,0.769231
Hyoscyamine,Lisinopril,Therapeutic agent toxicity,30.0
Hyoscyamine,Lisinopril,Toxicity to various agents,1.81818
Lidocaine,gemcitabine,Drug toxicity,3.33333
Omeprazole,mycophenolate mofetil,Bone marrow toxicity,23.3333
Omeprazole,mycophenolate mofetil,Haematotoxicity,1.66667
Omeprazole,mycophenolate mofetil,Gastrointestinal toxicity,2.5
Omeprazole,mycophenolate mofetil,Hepatotoxicity,1.76471
Omeprazole,mycophenolate mofetil,Drug toxicity,2.61905
Omeprazole,mycophenolate mofetil,Neurotoxicity,6.66667
Omeprazole,mycophenolate mofetil,Toxicity to various agents,1.02564
Hydrocodone,Bupivacaine,Toxicity to various agents,15.0
Hydrochlorothiazide,Paroxetine,Cardiotoxicity,2.0
Hydrochlorothiazide,Paroxetine,Hepatotoxicity,0.833333
Hydrochlorothiazide,Paroxetine,Drug toxicity,1.15942
Hydrochlorothiazide,Paroxetine,Therapeutic agent toxicity,15.0
Hydrochlorothiazide,Paroxetine,Toxicity to various agents,0.731707
Hydrocortisone,Triamcinolone,Drug toxicity,2.5
Hydrocortisone,Triamcinolone,Neurotoxicity,2.5
Hydrocortisone,Triamcinolone,Toxicity to various agents,0.769231
Furosemide,olmesartan,Hepatotoxicity,1.25
Furosemide,olmesartan,Drug toxicity,0.701754
Furosemide,olmesartan,Therapeutic agent toxicity,5.625
Furosemide,olmesartan,Toxicity to various agents,0.705882
Oxycodone,Hydroxychloroquine,Cardiotoxicity,20.0
Oxycodone,Hydroxychloroquine,Drug toxicity,1.42857
Oxycodone,Hydroxychloroquine,Therapeutic agent toxicity,5.0
Oxycodone,Hydroxychloroquine,Toxicity to various agents,1.42857
tamsulosin,Ketorolac,Toxicity to various agents,10.0
nabumetone,Phenazopyridine,Toxicity to various agents,10.0
Aldesleukin,Tacrolimus,Toxicity to various agents,10.0
Albuterol,doripenem,Toxicity to various agents,10.0
Ramipril,mycophenolate mofetil,Haematotoxicity,5.0
Ramipril,mycophenolate mofetil,Hepatotoxicity,6.66667
Ramipril,mycophenolate mofetil,Drug toxicity,1.33333
Ramipril,mycophenolate mofetil,Therapeutic agent toxicity,10.0
Ramipril,mycophenolate mofetil,Toxicity to various agents,0.384615
erlotinib,Eszopiclone,Toxicity to various agents,10.0
Folic Acid,Riboflavin,Drug toxicity,10.0
Levonorgestrel,lamotrigine,Toxicity to various agents,1.42857
Buspirone,Doxazosin,Toxicity to various agents,10.0
Ramipril,picosulfate sodium,Drug toxicity,3.33333
lansoprazole,Nicotine,Drug toxicity,2.0
lansoprazole,Nicotine,Toxicity to various agents,2.5
zolpidem,Isosorbide,Drug toxicity,1.76471
zolpidem,Isosorbide,Pulmonary toxicity,10.0
zolpidem,Isosorbide,Therapeutic agent toxicity,14.0
zolpidem,Isosorbide,Toxicity to various agents,2.1875
Diclofenac,nimesulide,Toxicity to various agents,3.33333
Doxazosin,gabapentin,Hepatotoxicity,1.66667
Doxazosin,gabapentin,Drug toxicity,2.85714
Doxazosin,gabapentin,Toxicity to various agents,1.25
Simvastatin,liraglutide,Toxicity to various agents,0.277778
Potassium Chloride,gadoteridol,Toxicity to various agents,10.0
Perindopril,rivastigmine,Hepatotoxicity,10.0
efavirenz,Morphine,Therapeutic agent toxicity,10.0
Glyburide,Lorazepam,Drug toxicity,1.17647
Glyburide,Lorazepam,Neurotoxicity,20.0
Glyburide,Lorazepam,Pulmonary toxicity,10.0
Glyburide,Lorazepam,Therapeutic agent toxicity,3.33333
Glyburide,Lorazepam,Toxicity to various agents,0.555556
alteplase,Magnesium Sulfate,Toxicity to various agents,10.0
Amlodipine,Glyburide,Haematotoxicity,1.66667
Amlodipine,Glyburide,Gastrointestinal toxicity,3.33333
Amlodipine,Glyburide,Hepatotoxicity,0.714286
Amlodipine,Glyburide,Drug toxicity,0.222222
Amlodipine,Glyburide,Therapeutic agent toxicity,1.0
Amlodipine,Glyburide,Toxicity to various agents,2.2549
fludarabine,Teicoplanin,Drug toxicity,3.33333
fludarabine,Teicoplanin,Neurotoxicity,10.0
Simethicone,Eszopiclone,Toxicity to various agents,10.0
Hydrocodone,sevelamer,Toxicity to various agents,2.22222
pantoprazole,fingolimod,Toxicity to various agents,1.25
Piperacillin,tiotropium,Toxicity to various agents,10.0
valsartan,Hydromorphone,Drug toxicity,1.66667
valsartan,Hydromorphone,Therapeutic agent toxicity,30.0
valsartan,Hydromorphone,Toxicity to various agents,4.28571
montelukast,Beclomethasone,Toxicity to various agents,0.97561
topiramate,Oxycodone,Drug toxicity,5.5
topiramate,Oxycodone,Therapeutic agent toxicity,12.0
topiramate,Oxycodone,Toxicity to various agents,8.86364
flunisolide,Theophylline,Toxicity to various agents,10.0
Diazepam,Labetalol,Drug toxicity,20.0
Penicillin V,Meperidine,Toxicity to various agents,10.0
rosuvastatin,Quinine,Toxicity to various agents,10.0
Morphine,Epoetin Alfa,Drug toxicity,1.53846
Morphine,Epoetin Alfa,Therapeutic agent toxicity,10.0
Morphine,Epoetin Alfa,Toxicity to various agents,0.625
Cyproheptadine,Escitalopram,Toxicity to various agents,6.66667
Losartan,Doxycycline,Toxicity to various agents,2.5
Aspirin,Hydrocortisone,Haematotoxicity,1.66667
Aspirin,Hydrocortisone,Hepatotoxicity,1.11111
Aspirin,Hydrocortisone,Drug toxicity,1.46341
Aspirin,Hydrocortisone,Neurotoxicity,6.0
Aspirin,Hydrocortisone,Pulmonary toxicity,5.0
Aspirin,Hydrocortisone,Therapeutic agent toxicity,4.54545
Aspirin,Hydrocortisone,Toxicity to various agents,2.30769
Enalapril,oxcarbazepine,Drug toxicity,2.5
Enalapril,oxcarbazepine,Toxicity to various agents,5.0
Bisoprolol,trandolapril,Toxicity to various agents,1.25
meropenem,basiliximab,Toxicity to various agents,5.0
Spironolactone,Dexamethasone,Cardiotoxicity,10.0
Spironolactone,Dexamethasone,Hepatotoxicity,1.81818
Spironolactone,Dexamethasone,Drug toxicity,1.5
Spironolactone,Dexamethasone,Neurotoxicity,1.42857
Spironolactone,Dexamethasone,Skin toxicity,5.0
Spironolactone,Dexamethasone,Therapeutic agent toxicity,7.5
Spironolactone,Dexamethasone,Toxicity to various agents,1.66667
rosiglitazone,Albuterol,Hepatotoxicity,0.833333
rosiglitazone,Albuterol,Drug toxicity,0.47619
rosiglitazone,Albuterol,Therapeutic agent toxicity,8.0
rosiglitazone,Albuterol,Toxicity to various agents,0.930233
polyethylene glycol 9000,Prednisone,Hepatotoxicity,10.0
Albuterol,Bisacodyl,Drug toxicity,1.76471
Albuterol,Bisacodyl,Therapeutic agent toxicity,16.6667
Albuterol,Bisacodyl,Toxicity to various agents,1.38889
Glyburide,flunisolide,Therapeutic agent toxicity,10.0
Risperidone,Asenapine,Hepatotoxicity,10.0
Risperidone,Asenapine,Toxicity to various agents,3.33333
mycophenolate mofetil,Bromazepam,Drug toxicity,20.0
Oxygen,Levofloxacin,Pulmonary toxicity,10.0
Oxygen,Levofloxacin,Therapeutic agent toxicity,13.3333
Oxygen,Levofloxacin,Toxicity to various agents,1.81818
Etoposide,Chlorambucil,Drug toxicity,10.0
pemetrexed,gemcitabine,Cardiotoxicity,20.0
pemetrexed,gemcitabine,Gastrointestinal toxicity,10.0
pemetrexed,gemcitabine,Hepatotoxicity,10.0
pemetrexed,gemcitabine,Drug toxicity,2.14286
pemetrexed,gemcitabine,Skin toxicity,5.0
pemetrexed,gemcitabine,Toxicity to various agents,1.11111
Nesiritide,Metolazone,Toxicity to various agents,10.0
dexlansoprazole,Alprazolam,Toxicity to various agents,2.22222
Itraconazole,micafungin,Toxicity to various agents,0.588235
Loratadine,Hydroxychloroquine,Therapeutic agent toxicity,5.0
Aspirin,sorafenib,Hepatotoxicity,3.33333
Aspirin,sorafenib,Drug toxicity,2.14286
Aspirin,sorafenib,Skin toxicity,10.0
Aspirin,sorafenib,Therapeutic agent toxicity,15.0
Aspirin,sorafenib,Toxicity to various agents,0.666667
butalbital,Nitroglycerin,Toxicity to various agents,2.85714
salmeterol,Valproate,Therapeutic agent toxicity,5.0
salmeterol,Valproate,Toxicity to various agents,0.625
Glyburide,Dopamine,Toxicity to various agents,10.0
tropisetron,Vincristine,Drug toxicity,10.0
Ibuprofen,Nisoldipine,Toxicity to various agents,10.0
Magnesium Chloride,moxifloxacin,Toxicity to various agents,1.25
"CALCIUM CARBONATE, PRECIPITATED",sevelamer,Drug toxicity,5.0
Lorazepam,Azathioprine,Hepatotoxicity,2.5
Lorazepam,Azathioprine,Drug toxicity,3.33333
Lorazepam,Azathioprine,Toxicity to various agents,1.11111
gemcitabine,sunitinib,Toxicity to various agents,1.66667
Sulpiride,Haloperidol,Drug toxicity,10.0
Sulpiride,Haloperidol,Toxicity to various agents,4.0
Budesonide,Paroxetine,Drug toxicity,1.42857
Budesonide,Paroxetine,Pulmonary toxicity,10.0
Budesonide,Paroxetine,Therapeutic agent toxicity,40.0
Budesonide,Paroxetine,Toxicity to various agents,1.42857
Omeprazole,rabeprazole,Cardiotoxicity,20.0
Omeprazole,rabeprazole,Gastrointestinal toxicity,10.0
Omeprazole,rabeprazole,Therapeutic agent toxicity,16.6667
Omeprazole,rabeprazole,Toxicity to various agents,0.333333
Diphenhydramine,Docusate,Bone marrow toxicity,10.0
Diphenhydramine,Docusate,Hepatotoxicity,5.45455
Diphenhydramine,Docusate,Drug toxicity,3.58974
Diphenhydramine,Docusate,Neurotoxicity,1.66667
Diphenhydramine,Docusate,Pulmonary toxicity,10.0
Diphenhydramine,Docusate,Therapeutic agent toxicity,2.85714
Diphenhydramine,Docusate,Toxicity to various agents,0.985915
rosiglitazone,Ibuprofen,Toxicity to various agents,0.666667
Sumatriptan,salmeterol,Toxicity to various agents,0.769231
Ramipril,Loperamide,Drug toxicity,1.0
Ramipril,Loperamide,Toxicity to various agents,1.25
