drug1_id,drug2_id,drug1_name,drug2_name,interaction_type,matched_toxicity_types,interaction_type_normalized
DB00853,DB01396,Temozolomide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00855,DB01078,Aminolevulinic acid,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00855,DB01092,Aminolevulinic acid,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00855,DB01396,Aminolevulinic acid,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00860,DB01078,Prednisolone,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00860,DB01092,Prednisolone,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00860,DB01396,Prednisolone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00861,DB09449,Diflunisal,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00861,DB00864,Diflunisal,Tacrolimus,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01039,Tacrolimus,Fenofibrate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00963,Tacrolimus,Bromfenac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB06802,Tacrolimus,Nepafenac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00870,Tacrolimus,Suprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00939,Tacrolimus,Meclofenamic acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00945,Tacrolimus,Acetylsalicylic acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00972,Tacrolimus,Azelastine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB00991,Tacrolimus,Oxaprozin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01009,Tacrolimus,Ketoprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01014,Tacrolimus,Balsalazide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01050,Tacrolimus,Ibuprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01250,Tacrolimus,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01283,Tacrolimus,Lumiracoxib,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01397,Tacrolimus,Magnesium salicylate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01399,Tacrolimus,Salsalate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01401,Tacrolimus,Choline magnesium trisalicylate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01435,Tacrolimus,Antipyrine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01600,Tacrolimus,Tiaprofenic acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB01628,Tacrolimus,Etoricoxib,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB02709,Tacrolimus,Resveratrol,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB03585,Tacrolimus,Oxyphenbutazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB04552,Tacrolimus,Niflumic Acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB04743,Tacrolimus,Nimesulide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB06725,Tacrolimus,Lornoxicam,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB06736,Tacrolimus,Aceclofenac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB06737,Tacrolimus,Zaltoprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB06739,Tacrolimus,Seratrodast,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB07615,Tacrolimus,Tranilast,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08439,Tacrolimus,Parecoxib,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08797,Tacrolimus,Salicylamide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08976,Tacrolimus,Floctafenine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08981,Tacrolimus,Fenbufen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08984,Tacrolimus,Etofenamate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB08991,Tacrolimus,Epirizole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB09212,Tacrolimus,Loxoprofen,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB09216,Tacrolimus,Tolfenamic Acid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB09218,Tacrolimus,Clonixin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB09288,Tacrolimus,Propacetamol,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB11672,Tacrolimus,Curcumin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB13063,Tacrolimus,Parthenolide,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB13167,Tacrolimus,Alclofenac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB13346,Tacrolimus,Bufexamac,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB13783,Tacrolimus,Acemetacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00864,DB09084,Tacrolimus,Benzydamine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00870,DB09449,Suprofen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00872,DB09449,Conivaptan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00876,DB09449,Eprosartan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00877,DB01078,Sirolimus,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00877,DB01092,Sirolimus,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00877,DB01396,Sirolimus,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00880,DB09449,Chlorothiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00881,DB09449,Quinapril,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00881,DB08907,Quinapril,Canagliflozin,risk or severity of renal failure and hyperkalemia,risk or severity of renal failure,nephrotoxicity
DB00887,DB09449,Bumetanide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00888,DB01078,Mechlorethamine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00888,DB01092,Mechlorethamine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00888,DB01396,Mechlorethamine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00894,DB01078,Testolactone,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00894,DB01092,Testolactone,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00894,DB01396,Testolactone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00898,DB05109,Ethanol,Trabectedin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00898,DB08903,Ethanol,Bedaquiline,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00898,DB05528,Ethanol,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00898,DB08827,Ethanol,Lomitapide,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00903,DB09449,Etacrynic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00908,DB01174,Quinidine,Phenobarbital,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00923,DB01082,Ceforanide,Streptomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB00955,Ceforanide,Netilmicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB01172,Ceforanide,Kanamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB01421,Ceforanide,Paromomycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB03615,Ceforanide,Ribostamycin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB06696,Ceforanide,Arbekacin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00923,DB12615,Ceforanide,Plazomicin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00928,DB01078,Azacitidine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00928,DB01092,Azacitidine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00928,DB01396,Azacitidine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00936,DB09449,Salicylic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00939,DB09449,Meclofenamic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00945,DB09449,Acetylsalicylic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00947,DB01078,Fulvestrant,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00947,DB01092,Fulvestrant,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00947,DB01396,Fulvestrant,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00951,DB01045,Isoniazid,Rifampicin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00951,DB01201,Isoniazid,Rifapentine,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00951,DB01220,Isoniazid,Rifaximin,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00951,DB09288,Isoniazid,Propacetamol,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00955,DB01111,Netilmicin,Colistimethate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB00447,Netilmicin,Loracarbef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01150,Netilmicin,Cefprozil,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01326,Netilmicin,Cefamandole,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01328,Netilmicin,Cefonicid,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01330,Netilmicin,Cefotetan,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01331,Netilmicin,Cefoxitin,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB09062,Netilmicin,Cefminox,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01112,Netilmicin,Cefuroxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01066,Netilmicin,Cefditoren,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01212,Netilmicin,Ceftriaxone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01329,Netilmicin,Cefoperazone,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01332,Netilmicin,Ceftizoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01415,Netilmicin,Ceftibuten,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01416,Netilmicin,Cefpodoxime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB04570,Netilmicin,Latamoxef,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB01413,Netilmicin,Cefepime,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB13682,Netilmicin,Cefpirome,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00955,DB00958,Netilmicin,Carboplatin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB01078,Carboplatin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00958,DB01092,Carboplatin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00958,DB01396,Carboplatin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00958,DB01082,Carboplatin,Streptomycin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB01172,Carboplatin,Kanamycin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB01421,Carboplatin,Paromomycin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB03615,Carboplatin,Ribostamycin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB06696,Carboplatin,Arbekacin,ototoxic activities,ototoxic activities,ototoxicity
DB00958,DB12615,Carboplatin,Plazomicin,ototoxic activities,ototoxic activities,ototoxicity
DB00959,DB01078,Methylprednisolone,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00959,DB01092,Methylprednisolone,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00959,DB01396,Methylprednisolone,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00963,DB09449,Bromfenac,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00966,DB09449,Telmisartan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00970,DB01078,Dactinomycin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00970,DB01092,Dactinomycin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00970,DB01396,Dactinomycin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00972,DB09449,Azelastine,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00972,DB01250,Azelastine,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00978,DB01078,Lomefloxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00978,DB01092,Lomefloxacin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00978,DB01396,Lomefloxacin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00982,DB05528,Isotretinoin,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00987,DB01078,Cytarabine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00987,DB01092,Cytarabine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00987,DB01396,Cytarabine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00990,DB01078,Exemestane,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00990,DB01092,Exemestane,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00990,DB01396,Exemestane,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00991,DB09449,Oxaprozin,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB00992,DB01078,Methyl aminolevulinate,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00992,DB01092,Methyl aminolevulinate,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00992,DB01396,Methyl aminolevulinate,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00993,DB01078,Azathioprine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00993,DB01092,Azathioprine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00993,DB01396,Azathioprine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00997,DB01033,Doxorubicin,Mercaptopurine,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB00997,DB01078,Doxorubicin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00997,DB01092,Doxorubicin,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00997,DB01396,Doxorubicin,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB00999,DB09449,Hydrochlorothiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01005,DB01078,Hydroxyurea,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01005,DB01092,Hydroxyurea,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01005,DB01396,Hydroxyurea,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01006,DB01078,Letrozole,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01006,DB01092,Letrozole,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01006,DB01396,Letrozole,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01008,DB01078,Busulfan,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01008,DB01092,Busulfan,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01008,DB01396,Busulfan,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01009,DB09449,Ketoprofen,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01014,DB09449,Balsalazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01017,DB05528,Minocycline,Mipomersen,hepatotoxic activities,hepatotoxic activities,hepatotoxicity
DB01021,DB09449,Trichlormethiazide,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01024,DB09449,Mycophenolic acid,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01024,DB01078,Mycophenolic acid,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01024,DB01092,Mycophenolic acid,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01024,DB01396,Mycophenolic acid,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01024,DB01250,Mycophenolic acid,Olsalazine,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01029,DB09449,Irbesartan,Sodium phosphate,nephrotoxic activities,nephrotoxic activities,nephrotoxicity
DB01030,DB01078,Topotecan,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01030,DB01092,Topotecan,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01030,DB01396,Topotecan,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01033,DB01078,Mercaptopurine,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01033,DB01092,Mercaptopurine,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01033,DB01396,Mercaptopurine,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01041,DB01078,Thalidomide,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01041,DB01092,Thalidomide,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01041,DB01396,Thalidomide,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01042,DB01078,Melphalan,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01042,DB01092,Melphalan,Ouabain,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01042,DB01396,Melphalan,Digitoxin,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
DB01044,DB01078,Gatifloxacin,Deslanoside,cardiotoxic activities,cardiotoxic activities,cardiotoxicity
